	description	name
701	Carbink is a Rock/Fairy type Pokémon introduced in Generation 6. It is known as the Jewel Pokémon.	Carbink
702	"Goomy is a Dragon type Pokémon introduced in Generation 6. It is known as the Soft Tissue Pokémon.
Goomy is covered in a slimy membrane that makes any punches or kicks slide off it harmlessly."	Goomy
703	"Sliggoo is a Dragon type Pokémon introduced in Generation 6. It is known as the Soft Tissue Pokémon.
Its four horns are a high-performance radar system. It uses them to sense sounds and smells."	Sliggoo
704	Goodra is a Dragon type Pokémon introduced in Generation 6. It is known as the Dragon Pokémon.	Goodra
705	"Klefki is a Steel/Fairy type Pokémon introduced in Generation 6. It is known as the Key Ring Pokémon.
Klefki never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime."	Klefki
706	"Phantump is a Ghost/Grass type Pokémon introduced in Generation 6. It is known as the Stump Pokémon.
According to old tales, Phantump are stumps possessed by the spirits of children who died while lost in the forest."	Phantump
707	Trevenant is a Ghost/Grass type Pokémon introduced in Generation 6. It is known as the Elder Tree Pokémon.	Trevenant
708	"Pumpkaboo is a Ghost/Grass type Pokémon introduced in Generation 6. It is known as the Pumpkin Pokémon.
Pumpkaboo are said to carry wandering spirits to the place where they belong so they can move on."	Pumpkaboo
709	Gourgeist is a Ghost/Grass type Pokémon introduced in Generation 6. It is known as the Pumpkin Pokémon.	Gourgeist
710	"Bergmite is an Ice type Pokémon introduced in Generation 6. It is known as the Ice Chunk Pokémon.
Using air of -150 degrees Farenheit, they freeze opponents solid."	Bergmite
711	Avalugg is an Ice type Pokémon introduced in Generation 6. It is known as the Iceberg Pokémon.	Avalugg
712	Noibat is a Flying/Dragon type Pokémon introduced in Generation 6. It is known as the Sound Wave Pokémon.	Noibat
713	"Noivern is a Flying/Dragon type Pokémon introduced in Generation 6. It is known as the Sound Wave Pokémon.
It is extremely combative toward anything that wanders too close to it. It flies through even the darkest nights using ultrasonic waves it emits from its ears. Noivern loves fruit, and feeding it fruit will keep it calm."	Noivern
714	"Xerneas is a Fairy type Pokémon introduced in Generation 6. It is known as the Life Pokémon.
Xerneas is a legendary Pokémon exclusive to Pokémon X."	Xerneas
715	"Yveltal is a Dark/Flying type Pokémon introduced in Generation 6. It is known as the Destruction Pokémon.
Yveltal is a legendary Pokémon exclusive to Pokémon Y."	Yveltal
716	"Zygarde is a Dragon/Ground type Pokémon introduced in Generation 6. It is known as the Order Pokémon.
Zygarde is a snake-like legendary Pokémon. Its ability Aura Break counters the effects of the abilities of Xerneas and Yveltal.
It was later revealed that Zygarde as seen in Pokémon X & Y is in fact an alternate Forme. Zygarde has five different Formes in total:

Zygarde Cell are single cells that make up Zygarde. They cannot use any moves.
Zygarde Core is part of Zygarde's brain, and they are known to take action when the ecosystem changes.
Zygarde 10% Forme occurs when Zygarde Core gathers 10% of the Cells nearby. Capable of travelling over 60mph.
Zygarde 50% Forme occurs when Zygarde Core gathers 50% of the Cells nearby. This is the standard form.
Zygarde Complete Forme is the perfect form, which is more powerful than Xerneas and Yveltal. Zygarde takes this form when the ecosystem is under threat."	Zygarde
717	"Diancie is a Rock/Fairy type Pokémon introduced in Generation 6. It is known as the Jewel Pokémon.
Diancie is an event-exclusive Pokémon. It also has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards."	Diancie
718	"Hoopa is a Psychic/Ghost type Pokémon introduced in Generation 6. It is known as the Mischief Pokémon.
Hoopa is an event-exclusive Pokémon."	Hoopa
719	"Volcanion is a Fire/Water type Pokémon introduced in Generation 6. It is known as the Steam Pokémon.
Volcanion is an event-exclusive Pokémon; full details are not yet known."	Volcanion
720	"Rowlet is a Grass/Flying type Pokémon introduced in Generation 7. It is known as the Grass Quill Pokémon.
Rowlet can fly silently through the skies, sneaking up on its opponent without being noticed. It can attack its opponents using powerful kicks, and it can also attack from a distance using the razor-sharp leaves that form part of its feathers.
Rowlet can survey its environment and turn its neck nearly 180 degrees from front to back, so it can see directly behind itself. When in battle, Rowlet turns its head to face its Trainer when waiting for instructions.
Rowlet starts with the move Leafage."	Rowlet
721	"Dartrix is a Grass/Flying type Pokémon introduced in Generation 7. It is known as the Blade Quill Pokémon.
Dartrix is extremely sensitive to other presences in the area and can detect opponents behind it and throw feathers to strike them without even seeing them. This Pokémon conceals sharp-bladed feathers inside its wings, showing astounding precision as it sends them flying in attack."	Dartrix
722	"Decidueye is a Grass/Ghost type Pokémon introduced in Generation 7. It is known as the Arrow Quill Pokémon.
Decidueye is able to move about while completely masking its presence from others. Once an opponent has lost sight of it, Decidueye seizes the chance to attack it unawares. In a tenth of a second, Decidueye plucks an arrow quill from within its wing and sends its hurtling toward its target."	Decidueye
723	"Litten is a Fire type Pokémon introduced in Generation 7. It is known as the Fire Cat Pokémon.
The cool-headed Fire Cat Pokémon, Litten, is the next choice for a first-partner Pokémon. Litten's fur is rich in oils and is immensely flammable. It constantly grooms itself by licking its coat, collecting loose fur into balls. It then ignites these hairballs to create fireball attacks. When the time comes for Litten to molt, it burns off all of its fur in one glorious blaze.
Litten starts with the move Ember."	Litten
724	"Torracat is a Fire type Pokémon introduced in Generation 7. It is known as the Fire Cat Pokémon.
The bell-like object attached at the base of Torracat's neck is a flame sac, an organ that can produce flames. Torracat's emotions cause a rise in the organ’s temperature, and when the organ spits flames, it rings with the high, clear sound of a bell. Torracat attacks using the flames emitted from this bell."	Torracat
725	"Incineroar is a Fire/Dark type Pokémon introduced in Generation 7. It is known as the Heel Pokémon.
As its fighting spirit increases, the flames that Incineroar produces within its body burst from its navel and waistline. In the heat of battle, Incineroar shows no concern for its opponents - and sometimes even launches attacks that strike the opposing Trainer! As a result, many tend to dislike this Pokémon and keep it at a distance."	Incineroar
726	"Popplio is a Water type Pokémon introduced in Generation 7. It is known as the Sea Lion Pokémon.
Popplio can create balloons made of water from its nose and utilize them to create a variety of different strategies and attacks in battle. This Pokémon is better at moving in the water than on land, and can swim at speeds over 25 mph. On land, it uses the elasticity of the balloons it creates to perform jumps and acrobatic stunts.
Popplio starts with the move Water Gun."	Popplio
727	"Brionne is a Water type Pokémon introduced in Generation 7. It is known as the Pop Star Pokémon.
Brionne learns its dances by imitating the other members of its colony. It sometimes even learns dances from humans. This Pokémon is a hard worker and pours itself into its efforts until it has memorized each dance. As it dances, Brionne creates balloon after balloon. In battle, it first sends its opponent into disarray with its dancing, and then slaps its balloons into its target, causing the balloons to explode and deal damage."	Brionne
728	"Primarina is a Water/Fairy type Pokémon introduced in Generation 7. It is known as the Soloist Pokémon.
As it dances, Primarina releases balloons of water into the area around itself, moving them using the sound waves from its voice. The sight of moonlight reflecting off its glittering balloons creates a magical scene. Since Primarina controls its balloons using its voice, any injury to its throat can become a grave problem. Its greatest enemies are arid environments and the overuse of its voice during back-to-back battles."	Primarina
729	"Pikipek is a Normal/Flying type Pokémon introduced in Generation 7. It is known as the Woodpecker Pokémon.
Pikipek can strike 16 times a second with its beak. These strikes are powerful enough to not only drill through hard wood but even shatter stone. Pikipek will attack distant opponents by zipping seeds at them. These shots have enough strength to embed the seeds in tree trunks."	Pikipek
730	Trumbeak is a Normal/Flying type Pokémon introduced in Generation 7. It is known as the Bugle Beak Pokémon.	Trumbeak
731	Toucannon is a Normal/Flying type Pokémon introduced in Generation 7. It is known as the Cannon Pokémon.	Toucannon
732	"Yungoos is a Normal type Pokémon introduced in Generation 7. It is known as the Loitering Pokémon.
Yungoos is a big eater that is never satisfied. The majority of its long body is given over to its stomach, and its digestion is swift, so it’s always hungry. It has strong fangs, so it can crush and consume the hardest of objects."	Yungoos
733	"Gumshoos is a Normal type Pokémon introduced in Generation 7. It is known as the Stakeout Pokémon.
Gumshoos' method of targeting prey is the exact opposite of Yungoos's strategy. While Yungoos prowls around, Gumshoos stakes out its prey's usual routes and waits patiently for it to come by.
Gumshoos has a tenacious personality, which is why it targets one prey for so long without wavering. But when the sun goes down, it runs low on stamina, falling asleep right on the spot. Gumshoos can withstand a great deal of hunger. It's able to stay perfectly still while waiting for its prey, keeping watch without eating a thing.
Gumshoos evolves from Yungoos."	Gumshoos
734	"Grubbin is a Bug type Pokémon introduced in Generation 7. It is known as the Larva Pokémon.
Grubbin relies on its sturdy jaw as a weapon in battle and as a tool for burrowing through the earth. Grubbin loves electricity, which is why it can be found near power plants and substations. By wrapping tree branches in the sticky threads that it spews from its mouth, Grubbin can swing around like an actor on suspension wires!
Grubbin evolves into Charjabug."	Grubbin
735	"Charjabug is a Bug/Electric type Pokémon introduced in Generation 7. It is known as the Battery Pokémon.
Charjabug stays perfectly still in preparation for Evolution, and often spends time with its body half-buried in the earth. Charjabug is able to store up electricity. It can store enough power to run a household for a whole day. The power it stores can be provided to other Pokémon, so it can also serve as a battery!
Charjabug evolves from Grubbin and evolves into Vikavolt."	Charjabug
736	"Vikavolt is a Bug/Electric type Pokémon introduced in Generation 7. It is known as the Stag Beetle Pokémon.
Vikavolt is like a fortress that zooms through the forest, firing a beam of electricity from its mouth. Its huge jaws control the electricity it blasts out. Vikavolt is adept at acrobatic flight maneuvers like tailspins and sharp turns. It can fly at high speeds even as it weaves its way through the complicated tangle of branches in the forest.
Vikavolt evolves from Charjabug."	Vikavolt
737	"Crabrawler is a Fighting type Pokémon introduced in Generation 7. It is known as the Boxing Pokémon.
Crabrawler has a personality that really hates to lose, and it's driven not only to aim for a higher position than its fellows in terms of social standing, but literally to aim for a higher position in the landscape.
Crabrawler punches the trunks of trees to give the branches a good shake and knock any ripe Berries to the ground so it can feast."	Crabrawler
738	Crabominable is a Fighting/Ice type Pokémon introduced in Generation 7. It is known as the Woolly Crab Pokémon.	Crabominable
739	"Oricorio is a Fire/Flying type Pokémon introduced in Generation 7. It is known as the Dancing Pokémon.
Oricorio has four different forms - one for each of Alola's islands. Oricorio changes its form by sipping the nectar of certain flowers.
The Baile Style Oricorio is very passionate, and power fills its body when it dances. It sends downy fluff flying during its intense dances.
The Pom-Pom Style Oricorio is very friendly toward people, and it uses dancing to encourage Trainers who are feeling glum. When it dances, its feathers are charged with static electricity.
The Pa'u Style Oricorio acts at its own pace, which sometimes makes it difficult to deal with. It sharpens its spirited moves through dance, which increases its psychic power.
The Sensu Style Oricorio is quiet and collected. By means of its dance, it gathers the spirits drifting about in an area and borrows their power to fight."	Oricorio
740	"Cutiefly is a Bug/Fairy type Pokémon introduced in Generation 7. It is known as the Bee Fly Pokémon.
Cutiefly can detect the auras of living things, including people, Pokémon, and plants. They search out flowers by the color and brightness of their auras and then gather their nectar and pollen.
When living creatures are excited, it seems that their auras resemble those of flowers in full bloom. As a result, these Pokémon tend to gather near people or Pokémon feeling particularly happy or sad."	Cutiefly
741	"Ribombee is a Bug/Fairy type Pokémon introduced in Generation 7. It is known as the Bee Fly Pokémon.
Ribombee collect flower nectar and pollen to make into balls known as Pollen Puffs. These serve as food, and what’s more, they also can cause effects like paralysis or dizziness. Ribombee may use puffs to strike their opponents during battles."	Ribombee
742	"Rockruff is a Rock type Pokémon introduced in Generation 7. It is known as the Puppy Pokémon.
Rockruff has an excellent sense of smell, and once it has smelled an odor, it doesn’t forget it! There are tales of these Pokémon getting separated from their Trainers, then using the faintest traces of their scent to track them for days until they are reunited!
Rockruff is a sociable Pokémon, but as it grows, its disposition gets wilder. If it begins to howl when the sun goes down, that is proof that it’s close to evolving. It’s said that it leaves its Trainer’s side to evolve and returns again when fully evolved."	Rockruff
743	"Lycanroc is a Rock type Pokémon introduced in Generation 7. It is known as the Wolf Pokémon.
Lycanroc has three forms. Midday Form and Midnight Form were available in Pokémon Sun & Moon, while Dusk Form was added in Ultra Sun & Ultra Moon. Lycanroc evolves from Rockruff into one of the forms:

In Pokémon Sun, influenced by Solgaleo, Rockruff evolves into Lycanroc Midday Form.
In Pokémon Moon, influenced by Lunala, Rockruff evolves into Lycanroc Midnight Form.
In Pokémon Ultra Sun/Moon, a special event Rockruff (from Mystery Gift) evolves into Lycanroc Dusk Form."	Lycanroc
744	"Wishiwashi is a Water type Pokémon introduced in Generation 7. It is known as the Small Fry Pokémon.
Wishiwashi is very small, yet the people of the Alola region seem to view it as a terrifying Pokémon. When it’s in danger, Wishiwashi's glistening eyes catch the light and shine out, sending an SOS signal to its allies."	Wishiwashi
745	Mareanie is a Poison/Water type Pokémon introduced in Generation 7. It is known as the Brutal Star Pokémon.	Mareanie
746	Toxapex is a Poison/Water type Pokémon introduced in Generation 7. It is known as the Brutal Star Pokémon.	Toxapex
747	"Mudbray is a Ground type Pokémon introduced in Generation 7. It is known as the Donkey Pokémon.
Mudbray could once be found all over the world, but it was over-hunted and ended up on the verge of extinction. It’s said that the Alola region is the only place in the world where Mudbray can still be found in the wild.
Mudbray boasts superhuman strength—a surprise, considering its small body. Mudbray can carry loads up to 50 times its own weight on its back or dragging behind it.
Mudbray evolves into Mudsdale."	Mudbray
748	"Mudsdale is a Ground type Pokémon introduced in Generation 7. It is known as the Draft Horse Pokémon.
Mudsdale is known for its powerful body as well as its emotional fortitude, which keeps it from being agitated by anything. It never cries out, no matter what kind of trouble it’s in, and it defeats its opponents with a single powerful blow. Its legs are coated in protective mud, and the weight of this coating increases the force of its kicks.
When Mudsdale gallops in earnest, the power of each hoof-clop can dig out huge holes, even in asphalt. Mudsdale is forbidden to run on some of Alola’s public roads."	Mudsdale
749	Dewpider is a Water/Bug type Pokémon introduced in Generation 7. It is known as the Water Bubble Pokémon.	Dewpider
750	Araquanid is a Water/Bug type Pokémon introduced in Generation 7. It is known as the Water Bubble Pokémon.	Araquanid
751	"Fomantis is a Grass type Pokémon introduced in Generation 7. It is known as the Sickle Grass Pokémon.
Fomantis is nocturnal, and it performs photosynthesis while it sleeps during the day by spreading out its leaves in all directions. Because of the danger of staying in the same location two days in a row, Fomantis begins its search for the next day's spot as soon as the sun sets.
Fomantis evolves into Lurantis."	Fomantis
752	"Lurantis is a Grass type Pokémon introduced in Generation 7. It is known as the Bloom Sickle Pokémon.
Lurantis draws opponents near to itself with its flowerlike appearance and aroma—and then it takes them down. It’s said to be the most gorgeous of all Grass-type Pokémon, due to its brilliant coloration and elegant moves. Lurantis' appearance is maintained through detailed grooming. It will trust a Trainer who does a good job of caring for it, but it will apparently have a difficult time growing closer to a lazy Trainer.
Lurantis evolves from Fomantis."	Lurantis
753	"Morelull is a Grass/Fairy type Pokémon introduced in Generation 7. It is known as the Illuminating Pokémon.
Morelull are nocturnal Pokémon that walk around at night on their leg-like roots. They move because staying in one spot and sucking all the nutrients from the soil would cause surrounding plants to wither. Morelull uses its roots to make contact with its fellows and communicate with them."	Morelull
754	Shiinotic is a Grass/Fairy type Pokémon introduced in Generation 7. It is known as the Illuminating Pokémon.	Shiinotic
755	"Salandit is a Poison/Fire type Pokémon introduced in Generation 7. It is known as the Toxic Lizard Pokémon.
Salandit emits toxic gas, together with flames, from the base of its tail. This poisonous gas has a sweet smell, and anyone who unknowingly breathes it in will become dizzy. Salandit is not a very powerful Pokémon, but its cunning nature allows it to battle fiercely by throwing its opponents off balance. 
Salandit females not only release toxic gases, they can also emit pheromones that attract males of all species, including Pokémon and humans. Inhaling these pheromones may cause opponents to be controlled by Salandit's will."	Salandit
756	Salazzle is a Poison/Fire type Pokémon introduced in Generation 7. It is known as the Toxic Lizard Pokémon.	Salazzle
757	"Stufful is a Normal/Fighting type Pokémon introduced in Generation 7. It is known as the Flailing Pokémon.
Stufful's cute appearance and movements - plus the fluffy feel of its fur - all combine to make it super popular. Stufful may have a small body, but its strength is extraordinary. Receiving one of its powerful hits without being prepared for it can bring down even well-trained Pokémon."	Stufful
758	"Bewear is a Normal/Fighting type Pokémon introduced in Generation 7. It is known as the Strong Arm Pokémon.
When Bewear is acting in a friendly fashion, just swinging its arms around, you must never dare to approach it carelessly. It is acknowledged to be a dangerous Pokémon, even within the Alola region. You may see warning signs posted near places it resides.
When Bewear grows fond of its Trainer, it may show that feeling in a fond embrace—but the force of that hug is tremendous! Trainers must teach these Pokémon how to restrain their strength when showing affection."	Bewear
759	"Bounsweet is a Grass type Pokémon introduced in Generation 7. It is known as the Fruit Pokémon.
Because it exudes a delicious smell from its entire body, Bounsweet is popular with Pokémon and people of the Alola region. Bounsweet's scent has a calming effect on humans, so many people let them live inside their homes as a sort of air freshener. Unfortunately, it’s sometimes swallowed whole by Pokémon drawn to its aroma.
When running away from other Pokémon, Bounsweet flees danger by skipping along the ground. Since its bouncy movements don’t convey to others that it’s actually in desperate flight, no one ever comes to its aid."	Bounsweet
760	"Steenee is a Grass type Pokémon introduced in Generation 7. It is known as the Fruit Pokémon.
Upon evolving, Steenee's fragrance becomes even more delectable, but it also gains a tomboy-like personality. Living together with one is quite the ordeal. As it moves around, it spins its calyx, striking nearby objects, but Steenee couldn’t care less."	Steenee
761	"Tsareena is a Grass type Pokémon introduced in Generation 7. It is known as the Fruit Pokémon.
Tsareena has the nature of high-class nobility. Any Pokémon or human that approaches it with evil in mind will be punished forthwith. It even turns its fearsome glare upon its own Trainer if the two of them are not fully in sync, or if its Trainer orders it to use a move that will be ineffective. Only the strongest of Steenee are able to evolve. When this happens, the Steenee evolves with the blessing of other Steenee. It then uses its strength to protect the Bounsweet."	Tsareena
762	"Comfey is a Fairy type Pokémon introduced in Generation 7. It is known as the Posy Picker Pokémon.
Comfey picks flowers and always carries them around. It makes a ring of blossoms and spreads oil from its body on it, which changes the flowers so they emit a soothing fragrance. It has a habit of giving these flower rings to those it’s fond of. The aroma can soothe both itself and its allies. Comfey also helps with the treatment of people and Pokémon at Pokémon Centers and hospitals, thanks to its aroma.
When attacked by other Pokémon, it throws its flowers at them to create an opening, and then it either flees or strikes back."	Comfey
763	"Oranguru is a Normal/Psychic type Pokémon introduced in Generation 7. It is known as the Sage Pokémon.
Oranguru live solitary lives deep in the forests and do not usually take much action. Instead, they position themselves high up in the trees to meditate. Long ago, people thought that Oranguru were humans who dwelled in the forest depths, so they called them the people of the forests. Oranguru is kind to the other Pokémon living in the forest, providing medicine for injured Pokémon and food for the hungry.
The fan-like objects held by Oranguru are handmade by the Oranguru themselves. These fans appear to be made of layers of leaves bound together with Oranguru's own fur."	Oranguru
764	"Passimian is a Fighting type Pokémon introduced in Generation 7. It is known as the Teamwork Pokémon.
Passimian live in troops of 20 to 30 individuals, all following a leader. This leader will take 10 of the individuals in the best condition to search for food. The troop's teamwork is strong, and the boss of each troop decides what mark members will wear on their arms to distinguish the troops.
The boss puts the troop members through training to improve their coordination with one another and their skill in handling Berries."	Passimian
765	"Wimpod is a Bug/Water type Pokémon introduced in Generation 7. It is known as the Turn Tail Pokémon.
Wimpod have a cowardly nature and are wary of noises and sudden movements. If you approach them in a group, they’ll immediately run off. When Wimpod feel threatened, they spit out a poisonous liquid. The stench of this toxic fluid signals others that danger is near. Despite their extreme cowardice, their curiosity leads Wimpod to approach people or Pokémon that are standing still.
Wimpod eat and store anything that they find fallen on the ground. They also scavenge any garbage that’s been dropped in the sea, so they’re highly valued as cleaners. They sometimes carry pearls or other valuable items, so humans or Pokémon like Murkrow may target them."	Wimpod
766	Golisopod is a Bug/Water type Pokémon introduced in Generation 7. It is known as the Hard Scale Pokémon.	Golisopod
767	"Sandygast is a Ghost/Ground type Pokémon introduced in Generation 7. It is known as the Sand Heap Pokémon.
A Sandygast emerges when the grudges of Pokémon and other creatures soak into the sand after they fall in battle. A Sandygast uses its power to manipulate children into gathering sand to increase the size of its body. If a Sandygast loses its shovel, it may put up a tree branch, a flag, or another item in its place.
The tunnel-like mouth of a Sandygast can suck the vitality from people and Pokémon. Apparently it's a test of courage in the Alola region to put your hand in a Sandygast's mouth."	Sandygast
768	"Palossand is a Ghost/Ground type Pokémon introduced in Generation 7. It is known as the Sand Castle Pokémon.
Palossand controls human adults, making them build a sand castle that provides camouflage and also raises its defensive abilities. Unlike Sandygast, if Palossand loses some of the sand from its body, it can restore itself on its own. When moving about in search of prey, the shovel on top of Palossand's head revolves. It’s said that the shovel could be serving as some kind of radar."	Palossand
769	"Pyukumuku is a Water type Pokémon introduced in Generation 7. It is known as the Sea Cucumber Pokémon.
Due to their appearance and their lifestyle, Pyukumuku are considered unappealing to tourists. Part-time work chucking Pyukumuku back into the sea is available at tourist beaches. But no matter how far they’re thrown, Pyukumuku will always return to the same spot.
Pyukumuku hate to have their spikes and mouths touched, and if you step on one, it will hurl out its fist-like inner organs to strike at you."	Pyukumuku
770	"Type: Null is a Normal type Pokémon introduced in Generation 7. It is known as the Synthetic Pokémon.
The shapes of its front and hind legs are different, as Type: Null was constructed to synthesize the strengths of various Pokémon, enabling it to adapt to any situation.
The mask fitted to Type: Null's head is a piece of equipment designed to control its latent powers. It's extremely heavy, so it also serves to hinder Type: Null's agility."	Type: Null
771	"Silvally is a Normal type Pokémon introduced in Generation 7. It is known as the Synthetic Pokémon.
When Type: Null gains a partner it can trust, it deliberately destroys the restraining device it wears. Once released from that heavy mask, the Pokémon’s speed increases substantially.
Silvally's ability changes its type based on the item being held."	Silvally
772	"Minior is a Rock/Flying type Pokémon introduced in Generation 7. It is known as the Meteor Pokémon.
Minior are formed in the stratosphere and live by absorbing the detritus around them. When they’ve consumed a large quantity of particles, their bodies become heavy, and they fall toward the planet’s surface. Minior has a hard and heavy outer shell with a core inside it.
When its shell breaks, the core in its center is revealed, which can be different colors."	Minior
773	"Komala is a Normal type Pokémon introduced in Generation 7. It is known as the Drowsing Pokémon.
No one has ever seen a Komala awake. It eats, travels, and even battles while sound asleep! Its saliva can be used as medicine for the sick or sleepless, according to ancient people. They say if you take a small amount of the saliva remaining after it eats leaves, water the saliva down, and drink it, you’ll be able to sleep well. 
Komala clings to a log pillow that its parents have given to it. Once it has grasped this log, it almost never releases it. If it does lose hold of its log, the Pokémon will be unable to sleep well and will thrash about wildly."	Komala
774	"Turtonator is a Fire/Dragon type Pokémon introduced in Generation 7. It is known as the Blast Turtle Pokémon.
Because Turtonator lives on volcanoes, feeding on sulfur and other materials found near volcanic craters, its shell has a layer of explosive material—mostly sulfur. When something strikes this Pokémon, sparks fly from the horns on its shell, igniting an explosion! 
In areas around volcanic craters, this Pokémon camouflages itself as a rock and waits for prey. At the moment when its prey steps onto the back of its shell, Turtonator strikes its shell with its own tail, triggering an explosion!"	Turtonator
775	"Togedemaru is an Electric/Steel type Pokémon introduced in Generation 7. It is known as the Roly-Poly Pokémon.
Togedemaru gathers electricity and stores it. The long needle that grows from the back of its head works as a lightning rod to attract electricity.
Covering its body is a pattern of fur with strands like needles. On days when lightning strikes, you can sometimes see Togedemaru gather and bristle up their needles, waiting to be struck by lightning."	Togedemaru
776	"Mimikyu is a Ghost/Fairy type Pokémon introduced in Generation 7. It is known as the Disguise Pokémon.
Mimikyu lives its life completely covered by its cloth and is always hidden. People believe that anybody who sees its true form beneath the cloth will be stricken with a mysterious illness. People in the Alola region are convinced that you must never try to peek beneath its covering. Mimikyu's health fails when it’s bathed in the rays of the sun, so it prefers to stick to dark places. It’s rumored that the reason it covers itself with a cloth is to avoid sunlight."	Mimikyu
777	"Bruxish is a Water/Psychic type Pokémon introduced in Generation 7. It is known as the Gnash Teeth Pokémon.
Bruxish emits a strong psychic power from the protuberance on its head. When its opponents are bathed in this power, they're stricken with terrible headaches and fall unconscious. As it emits its psychic power, it grinds its teeth loudly. When nearby Pokémon hear the sound of Bruxish's teeth gnashing, they sense danger and flee immediately."	Bruxish
778	"Drampa is a Normal/Dragon type Pokémon introduced in Generation 7. It is known as the Placid Pokémon.
Drampa are dragons that live alone in the mountains 10,000 feet above sea level. Since they can’t obtain the Berries they feed on at that range, they descend to the base of the mountains at dawn every day. Drampa love communicating with people and Pokémon.
While Drampa is usually a very gentle Pokémon, it can fly into a rage if a child it cares for is hurt in some way."	Drampa
779	Dhelmise is a Ghost/Grass type Pokémon introduced in Generation 7. It is known as the Sea Creeper Pokémon.	Dhelmise
780	"Jangmo-o is a Dragon type Pokémon introduced in Generation 7. It is known as the Scaly Pokémon.
Jangmo-o has the pride of a warrior, although it remains humble about its capabilities. In its pursuit to become stronger, it never neglects its training.
Because Jangmo-o uses the scales on its head for both offense and defense, it never turns its back to its enemies. Many Trainers see this behavior and take it as proof that Jangmo-o is a valiant Pokémon."	Jangmo-o
781	"Hakamo-o is a Dragon/Fighting type Pokémon introduced in Generation 7. It is known as the Scaly Pokémon.
Hakamo-o dances before battle to show its strength, clanging its scales together to make them ring out. When this dance reaches its climax, Hakamo-o bellows a fierce war cry to challenge its opponent."	Hakamo-o
782	"Kommo-o is a Dragon/Fighting type Pokémon introduced in Generation 7. It is known as the Scaly Pokémon.
There is a legend that says Kommo-o is covered in glittering scales in order to drive away a great darkness covering the world. The reason these Pokémon seek out battle is to gain the power needed to defeat this darkness. When it detects someone approaching, Kommo-o rings the scales on its tail to announce its presence. It has no desire to battle against weak Pokémon."	Kommo-o
783	"Tapu Koko is an Electric/Fairy type Pokémon introduced in Generation 7. It is known as the Land Spirit Pokémon.
Tapu Koko is a special Pokémon that protects the area where it lives. It's called the guardian deity of Melemele Island, one of the islands of the Alola region. Although it's known as a guardian deity, it's a surprisingly fickle Pokémon, and will not necessarily come to your aid if you need help.
Despite that, Tapu Koko has a strong sense of curiosity. If it becomes interested in a person or in other Pokémon, it may come to play or battle with them."	Tapu Koko
784	"Tapu Lele is a Psychic/Fairy type Pokémon introduced in Generation 7. It is known as the Land Spirit Pokémon.
Tapu Lele scatters glowing scales that physically affect others - providing stimulation to their bodies and healing their illnesses or injuries. But these scales can be dangerous as well, because a body can’t withstand the changes brought about by contact with too many scales at the same time. It will scatter its scales over humans and Pokémon for its own enjoyment; while it is innocent in one sense, there is also cruelty in the way it casually brings others to ruin."	Tapu Lele
785	"Tapu Bulu is a Grass/Fairy type Pokémon introduced in Generation 7. It is known as the Land Spirit Pokémon.
Tapu Bulu has the power to manipulate vegetation and cause it to grow. It can use this power on its own horns - which are made of wood - changing their shape or making them larger. This can come in handy in battle!
This stolid Pokémon is not very active. People’s opinions differ on whether it’s as docile as it seems, or if the reason it doesn’t move much can be chalked up to simple laziness."	Tapu Bulu
786	"Tapu Fini is a Water/Fairy type Pokémon introduced in Generation 7. It is known as the Land Spirit Pokémon.
Tapu Fini is able to create a special water that purifies both mind and body. But it requires that supplicants wishing to obtain the purifying water demonstrate the strength to withstand the tapu's fog.
Since it hates to risk harm to itself during battle, Tapu Fini prefers to create a thick fog that puts opponents in a trance and leads them to destroy themselves."	Tapu Fini
787	"Cosmog is a Psychic type Pokémon introduced in Generation 7. It is known as the Nebula Pokémon.
This extremely rare Pokémon is known to only a select few in Alola. At one time, it was known only by the kings of Alola and their heirs, and it was called the child of the stars.
Cosmog is very curious and shows no fear of people or Pokémon. If you treat it with any consideration at all, it will take an immediate liking to you. This personality trait often leads it into danger."	Cosmog
788	Cosmoem is a Psychic type Pokémon introduced in Generation 7. It is known as the Protostar Pokémon.	Cosmoem
789	"Solgaleo is a Psychic/Steel type Pokémon introduced in Generation 7. It is known as the Sunne Pokémon.
Since ancient times, Solgaleo has been honored as an emissary of the sun. It is referred to with reverence as the beast that devours the sun. Solgaleo's body holds a vast amount of energy, and it shines with light when it's active. It has a flowing mane with a remarkable resemblance to the sun.
It has a powerful signature move, Sunsteel Strike. When it releases its mighty power it takes on a new appearance known as the Radiant Sun phase."	Solgaleo
790	"Lunala is a Psychic/Ghost type Pokémon introduced in Generation 7. It is known as the Moone Pokémon.
Since ancient times, Lunala has been honored as an emissary of the moon. It is referred to with reverence as the beast that calls the moon. Lunala is constantly absorbing light and converting it into energy. With its wings spread to absorb the surrounding light and glittering like a crescent moon, it resembles a beautiful night sky.
It has a powerful signature move, Moongeist Beam. When it releases its mighty power it takes on a new appearance known as the Full Moon phase."	Lunala
791	"Nihilego is a Rock/Poison type Pokémon introduced in Generation 7. It is known as the Parasite Pokémon.
Nihilego is an Ultra Beast, also known by the code name UB-01 Symbiont."	Nihilego
